potential,current
 1.290E-0001, 4.76997E-0006
 1.280E-0001, 4.79743E-0006
 1.270E-0001, 4.77912E-0006
 1.260E-0001, 4.74250E-0006
 1.250E-0001, 4.75471E-0006
 1.240E-0001, 4.72114E-0006
 1.230E-0001, 4.71198E-0006
 1.220E-0001, 4.68757E-0006
 1.210E-0001, 4.67536E-0006
 1.200E-0001, 4.66926E-0006
 1.190E-0001, 4.65094E-0006
 1.180E-0001, 4.63874E-0006
 1.170E-0001, 4.62653E-0006
 1.160E-0001, 4.60212E-0006
 1.150E-0001, 4.57770E-0006
 1.140E-0001, 4.55939E-0006
 1.130E-0001, 4.54718E-0006
 1.120E-0001, 4.54718E-0006
 1.110E-0001, 4.52887E-0006
 1.100E-0001, 4.52277E-0006
 1.090E-0001, 4.51667E-0006
 1.080E-0001, 4.51361E-0006
 1.070E-0001, 4.48615E-0006
 1.060E-0001, 4.48004E-0006
 1.050E-0001, 4.46784E-0006
 1.040E-0001, 4.46173E-0006
 1.030E-0001, 4.45563E-0006
 1.020E-0001, 4.44647E-0006
 1.010E-0001, 4.42511E-0006
 1.000E-0001, 4.40680E-0006
 9.900E-0002, 4.41901E-0006
 9.800E-0002, 4.42511E-0006
 9.700E-0002, 4.40985E-0006
 9.600E-0002, 4.40070E-0006
 9.500E-0002, 4.37628E-0006
 9.400E-0002, 4.38239E-0006
 9.300E-0002, 4.35187E-0006
 9.200E-0002, 4.36408E-0006
 9.100E-0002, 4.33356E-0006
 9.000E-0002, 4.31830E-0006
 8.900E-0002, 4.33051E-0006
 8.800E-0002, 4.30304E-0006
 8.700E-0002, 4.30914E-0006
 8.600E-0002, 4.29083E-0006
 8.500E-0002, 4.29083E-0006
 8.400E-0002, 4.26031E-0006
 8.300E-0002, 4.26031E-0006
 8.200E-0002, 4.24811E-0006
 8.100E-0002, 4.24811E-0006
 8.000E-0002, 4.26337E-0006
 7.900E-0002, 4.23590E-0006
 7.800E-0002, 4.20233E-0006
 7.700E-0002, 4.19317E-0006
 7.600E-0002, 4.18097E-0006
 7.500E-0002, 4.16876E-0006
 7.400E-0002, 4.18097E-0006
 7.300E-0002, 4.16876E-0006
 7.200E-0002, 4.15045E-0006
 7.100E-0002, 4.15350E-0006
 7.000E-0002, 4.13824E-0006
 6.900E-0002, 4.13214E-0006
 6.800E-0002, 4.13214E-0006
 6.700E-0002, 4.11993E-0006
 6.600E-0002, 4.13214E-0006
 6.500E-0002, 4.11993E-0006
 6.400E-0002, 4.11078E-0006
 6.300E-0002, 4.15045E-0006
 6.200E-0002, 4.10772E-0006
 6.100E-0002, 4.10772E-0006
 6.000E-0002, 4.08941E-0006
 5.900E-0002, 4.07721E-0006
 5.800E-0002, 4.08331E-0006
 5.700E-0002, 4.05279E-0006
 5.600E-0002, 4.05889E-0006
 5.500E-0002, 4.04669E-0006
 5.400E-0002, 4.05279E-0006
 5.300E-0002, 4.04364E-0006
 5.200E-0002, 4.05889E-0006
 5.100E-0002, 4.03448E-0006
 5.000E-0002, 4.02227E-0006
 4.900E-0002, 4.02532E-0006
 4.800E-0002, 4.01617E-0006
 4.700E-0002, 4.01007E-0006
 4.600E-0002, 4.01617E-0006
 4.500E-0002, 3.97955E-0006
 4.400E-0002, 3.99786E-0006
 4.300E-0002, 3.97344E-0006
 4.200E-0002, 3.98260E-0006
 4.100E-0002, 3.98260E-0006
 4.000E-0002, 3.99176E-0006
 3.900E-0002, 3.95819E-0006
 3.800E-0002, 3.93682E-0006
 3.700E-0002, 3.96124E-0006
 3.600E-0002, 3.94293E-0006
 3.500E-0002, 3.94903E-0006
 3.400E-0002, 3.94293E-0006
 3.300E-0002, 3.95513E-0006
 3.200E-0002, 3.94903E-0006
 3.100E-0002, 3.93682E-0006
 3.000E-0002, 3.96734E-0006
 2.900E-0002, 3.94598E-0006
 2.800E-0002, 3.93072E-0006
 2.700E-0002, 3.93072E-0006
 2.600E-0002, 3.91851E-0006
 2.500E-0002, 3.93072E-0006
 2.400E-0002, 3.88799E-0006
 2.300E-0002, 3.90936E-0006
 2.200E-0002, 3.89410E-0006
 2.100E-0002, 3.92156E-0006
 2.000E-0002, 3.91241E-0006
 1.900E-0002, 3.91241E-0006
 1.800E-0002, 3.89715E-0006
 1.700E-0002, 3.89410E-0006
 1.600E-0002, 3.90020E-0006
 1.500E-0002, 3.89410E-0006
 1.400E-0002, 3.88189E-0006
 1.300E-0002, 3.89105E-0006
 1.200E-0002, 3.86358E-0006
 1.100E-0002, 3.88189E-0006
 1.000E-0002, 3.86358E-0006
 9.000E-0003, 3.87579E-0006
 8.000E-0003, 3.88799E-0006
 7.000E-0003, 3.89410E-0006
 6.000E-0003, 3.86358E-0006
 5.000E-0003, 3.83306E-0006
 4.000E-0003, 3.86358E-0006
 3.000E-0003, 3.85748E-0006
 2.000E-0003, 3.85748E-0006
 1.000E-0003, 3.85137E-0006
 0.000E+0000, 3.87884E-0006
